,files,a,b,c,rmse
0,2021_01_01_15_05_55.json,13.444315570428614,1.5048955223276876,-1.0561980902245269e-05,13.519146192411371
1,2021_01_03_09_43_36.json,-105.1273706491695,2.9748461828974575,-0.0011679117643928446,28.47355501904981
2,2021_01_04_16_35_15.json,-191.85804012125703,3.478980428354346,0.00011861080374992231,81.36219009272905
3,2021_01_05_16_13_54.json,-71.82667126869995,2.6508341400335214,-0.001779241419470527,53.905429387908974
4,2021_01_06_16_31_31.json,5.071404964003108,1.5579677105217284,3.882036520442549e-05,10.44381147143809
5,2021_01_07_11_49_00.json,8.566832511923565,1.9739886694327524,-0.0008970528777725521,14.014181720970731
6,2021_01_07_18_01_08.json,-169.81630827556776,3.2224902105471664,0.0001255010541963118,24.814159711274826
7,2021_01_09_15_31_49.json,-5.607278471434228,1.563044813103177,-2.1466445667113396e-05,9.849841307534989
8,2021_01_10_15_54_54.json,14.63658695432332,1.9338221677843597,-0.00028473343945192853,13.154222500256441
9,2021_01_10_17_12_02.json,-50.64389581209613,1.8566842229426523,-3.34739099129427e-05,13.22200063279252
10,2021_01_11_15_20_48.json,19.124461079242963,2.0197887380719655,-0.0006599179165199164,11.113173304682656
11,2021_01_12_10_53_15.json,37.060268720331436,1.8152450340771438,-0.0007844760306719952,16.90208730292016
12,2021_01_12_16_12_17.json,-49.023193459406514,2.3508340352848047,-0.0005505053210080514,17.434624656676412
13,2021_01_14_07_12_22.json,-53.95382772069479,2.4174198134939866,-0.001348417672509128,15.09545303102825
14,2021_01_14_16_03_35.json,-96.5666217498441,2.5666536933832944,-0.0004811669689346075,18.491909829841962
15,2021_01_16_08_18_04.json,-164.6217270946513,3.277700357639098,-0.0008081979568548691,39.09217411562738
16,2021_01_16_18_35_22.json,221.46876154805696,0.4075494912053262,7.189315218570556e-05,12.1779185668365
17,2021_01_17_07_05_13.json,86.86125173995518,1.5063955412520764,-0.00036048246172416175,15.167759438977152
18,2021_01_18_13_06_38.json,235.1663441105851,0.49013847292108265,-0.00033843220801166145,19.610998292022725
19,2021_01_19_10_11_11.json,14.321301727372145,2.064822884588787,-0.0009373222648053531,11.478546215585894
20,2021_01_19_17_26_04.json,-161.14448615969854,3.20344224608014,-0.0009117090957586763,25.243194566745025
21,2021_01_21_15_19_52.json,-73.55887884169715,2.568819027715976,-0.0005713018237475092,15.527297619039551
22,2021_01_23_08_13_04.json,1.7633010920521883,2.027560838912221,-0.0003853938470789036,11.705776101426736
23,2021_01_23_16_10_07.json,-91.52229178458612,2.6856385756647962,-0.0007241528701470506,23.29101488035907
24,2021_01_25_16_40_26.json,-20.23295759385951,2.329151034313238,-0.0007106096627913362,18.77327857887045
25,2021_01_26_11_08_56.json,-7.17943195018222,2.264354648966301,-0.0011557207470113172,12.12999927010414
26,2021_01_26_18_17_47.json,-69.69628904111323,2.6112975161773977,-0.000708982449744998,17.922802121901512
27,2021_01_27_18_23_49.json,54.826504119895475,1.8384178447947332,-0.0013383668651806976,15.512842096003487
28,2021_01_28_10_12_41.json,80.07544003194803,1.6079922484368023,-0.0011338468950291684,22.030290858244896
29,2021_01_28_16_48_02.json,-240.92970462871932,3.886963210741376,-0.0009997949845509193,26.99327179405512
30,2021_02_01_17_34_08.json,-177.0967812440884,3.4451188513411863,-0.0013073992940091747,23.809604304526648
31,2021_02_02_12_34_49.json,-72.47878514330557,2.6851619419398327,-0.0011368547646799611,17.536572599437335
32,2021_02_02_18_11_10.json,-241.74372594447232,3.7684389650360597,-0.0008570442558361312,29.582772705970857
33,2021_02_03_16_35_21.json,-35.9647188582544,2.3960701820636023,-0.0006592359750171703,16.75495600026837
34,2021_02_04_17_36_01.json,9.381514118335872,1.9846562116939017,-0.0004622339385985074,13.386008942465846
